"pos","name","date","time","map"
"1","KroPP","22/02/15","65.974","adrenjumps33"
"1","APKIS","23/02/15","27.441","adrenjumps34"
"1","Castro","28/02/15","17.369","adrenjumps35"
"1","Killa","08/05/18","18.750","adrenjumps36"
"1","KroPP","10/10/15","15.030","adrenjumps37"
"1","KroPP","24/03/15","23.786","adrenjumps38"
"1","Killa","28/03/15","17.965","adrenjumps39"
"1","KroPP","17/11/12","24.454","adrenjumps4"
"1","Killa","05/10/18","22.547","adrenjumps40"
"1","Lofas","13/04/15","16.389","adrenjumps41"
"1","Killa","01/03/18","23.800","adrenjumps42"
"1","prd","17/05/17","25.538","adrenjumps43"
"1","n00k!e","09/11/15","26.814","adrenjumps44"
"1","Killa","02/09/19","20.559","adrenjumps45"
"1","yogurt","13/09/17","29.362","adrenjumps46"
"1","Lofas","09/05/15","19.174","adrenjumps47"
"1","prd","20/08/17","18.268","adrenjumps48"
"1","n00k!e","20/09/15","18.426","adrenjumps5"
"1","Killa","14/10/19","20.935","adrenjumps6"
"1","n00k!e","21/07/13","19.340","adrenjumps7"
"1","Lofas","15/10/15","36.622","adrenjumps8_fixed"
"1","Killa","02/03/18","18.779","adrenjumps9"
"1","neoxotb","20/01/19","62.629","adrqj1"
"1","Killa","20/05/19","30.562","adrqj2"
"1","Killa","03/10/18","9.782","adrqj3"
"1","prd","22/08/18","117.631","aj1"
"1","Castro","12/07/18","35.435","aj2"
"1","prd","04/01/17","21.758","aj3l"
"1","prd","19/10/15","3.569","ajm"
"1","Goblin","15/09/17","7.512","ajumpb"
"1","Killa","07/02/19","23.617","akumamap1"
"1","Lofas","27/05/14","19.291","akumamap2a"
"1","prd","24/09/18","20.231","akumamap3"
"1","KroPP","18/05/14","17.683","akumanoob1"
"1","prd","16/10/17","16.130","akumanoob2a"
"1","Goblin","23/01/19","9.882","akumanoob3b"
"1","prd","03/01/19","15.133","akumanoob4"
"1","Killa","04/09/18","9.180","aljump1"
"1","KroPP","15/11/14","34.432","aljump10"
"1","mule_0wnz","09/02/16","15.535","aljump11"
"1","KroPP","01/03/16","34.908","aljump12"
"1","APKIS","24/09/15","19.824","aljump14"
"1","Goblin","17/05/19","26.296","aljump15"
"1","Killa","10/07/19","21.784","aljump16"
"1","ace","07/04/18","14.976","aljump17"
"1","prd","11/03/18","12.419","aljump18"
"1","Killa","06/02/19","4.846","aljump19"
"1","Killa","25/01/19","14.394","aljump2"
"1","n00k!e","22/09/17","9.073","aljump20"
"1","Goblin","11/10/18","3.168","aljump21"
"1","prd","04/07/15","2.411","aljump22"
"1","prd","17/01/19","15.417","aljump23"
"1","Goblin","19/11/17","9.845","aljump24"
"1","APKIS","26/06/15","13.504","aljump25"
"1","Killa","01/10/19","6.154","aljump26"
"1","Killa","16/02/19","8.806","aljump27"
"1","OpkeZ","22/01/18","18.917","aljump28"
"1","prd","12/10/18","14.897","aljump29"
"1","Lofas","29/05/14","19.300","aljump3"
"1","Killa","06/08/19","25.720","aljump30"
"1","Killa","14/03/18","12.644","aljump32"
"1","qTr","07/06/18","3.209","aljump4"
"1","Lofas","16/07/14","6.711","aljump5"
"1","Goblin","23/02/16","17.075","aljump7"
"1","prd","13/06/16","13.324","aljump8"
"1","neoxotb","25/02/19","48.325","aljumpjj"
"1","Goblin","27/12/17","29.551","aljumpjjstrafe"
"1","Killa","02/01/19","3.279","aljumpnewb"
"1","ds.ads","06/10/12","10.620","aljumpnoob3"
"1","n00k!e","16/09/17","16.480","alrocket1"
"1","KroPP","21/09/13","25.803","alt1"
"1","KroPP","30/05/14","101.146","alt10b"
"1","KroPP","20/07/13","114.853","alt11"
"1","KroPP","23/02/14","61.290","alt12"
"1","APKIS","25/10/15","40.379","alt13"
"1","Goblin","11/09/17","32.207","alt14"
"1","Killa","16/09/19","63.955","alt15a"
"1","KroPP","30/05/14","81.431","alt16"
"1","KroPP","29/05/14","125.050","alt17"
"1","n00k!e","09/03/14","196.905","alt18"
"1","Goblin","19/09/18","32.655","alt19"
"1","cr33pz","27/01/16","12.509","alt19_5"
"1","Killa","20/01/18","14.455","alt2"
"1","KroPP","06/07/15","63.220","alt20"
"1","n00k!e","14/12/15","26.806","alt3"
"1","Killa","07/02/18","13.401","alt4"
"1","Goblin","03/03/18","29.800","alt5"
"1","n00k!e","30/09/17","55.550","alt6"
"1","n00k!e","04/02/14","20.870","alt7"
"1","Killa","10/03/18","24.755","alt8"
"1","KroPP","22/07/13","25.680","alt9"
"1","KroPP","02/11/14","16.741","amazing"
"1","Killa","04/03/19","16.694","ancientgouki"
"1","ds.ads","29/01/14","33.347","ancientgouki2"
"1","prd","11/09/16","13.630","ancientgouki3"
"1","prd","22/11/18","33.872","ancientgouki4"
"1","Killa","17/02/19","24.526","ancientgouki5"
"1","Killa","13/03/18","16.289","ancientgouki5b"
"1","prd","25/11/16","27.448","ancientgouki6"
"1","prd","29/09/18","18.022","ancientgouki7"
"1","KroPP","07/11/12","109.876","ancientgouki8"
"1","Direktor","17/11/19","228.556","ancientgoukimax"
"1","KroPP","30/05/14","24.122","anime1"
"1","Killa","18/12/18","9.162","anime10"
"1","Killa","08/05/14","15.184","anime11"
"1","Killa","11/03/15","15.892","anime12"
"1","Killa","30/01/18","18.575","anime13"
"1","Killa","30/01/18","21.362","anime14"
"1","KroPP","31/05/14","114.844","anime15"
"1","APKIS","30/05/18","40.532","anime16"
"1","Killa","30/04/19","20.543","anime2"
"1","Killa","27/01/18","27.208","anime3"
"1","Lofas","24/02/13","53.515","anime4"
"1","KroPP","06/06/14","42.575","anime5"
"1","Killa","29/01/18","19.172","anime6"
"1","ds.ads","10/11/15","21.934","anime7"
"1","Killa","30/01/18","20.125","anime8"
"1","Killa","17/02/18","39.920","anime9"
"1","Killa","28/03/19","18.510","aodjump1"
"1","Goblin","07/07/19","10.539","aodjump2"
"1","n00k!e","17/05/13","16.994","apkisjump1"
"1","Killa","06/12/18","25.162","apkisjump2"
"1","prd","27/09/18","53.004","apkisjump3"
"1","Goblin","08/04/18","25.142","apkisjump5"
"1","KroPP","02/12/14","77.576","apocalypse"
"1","n00k!e","20/04/14","31.738","apocalypse10"
"1","KroPP","25/02/14","101.373","apocalypse11"
"1","Lofas","15/02/14","5.875","apocalypse12"
"1","ziomek","07/06/19","41.601","apocalypse13"
"1","APKIS","18/05/18","23.688","apocalypse14"
"1","Killa","05/12/18","13.451","apocalypse15"
"1","KroPP","15/10/13","61.361","apocalypse16"
"1","prd","24/09/18","86.654","apocalypse17"
"1","prd","06/08/18","39.434","apocalypse18"
"1","Killa","14/09/12","41.387","apocalypse19"
"1","KroPP","22/06/14","47.457","apocalypse20"
"1","Goblin","02/03/18","47.763","apocalypse21"
"1","Killa","02/06/19","15.013","apocalypse22"
"1","prd","21/12/17","61.365","apocalypse23"
"1","KroPP","02/12/14","106.695","apocalypse24"
"1","KroPP","03/12/14","252.564","apocalypse25"
"1","KroPP","03/12/14","83.017","apocalypse26"
"1","KroPP","03/12/14","233.582","apocalypse27"
"1","KroPP","28/06/14","10.593","apocalypse28"
"1","ds.ads","11/03/14","15.145","apocalypse28a"
"1","KroPP","04/12/14","92.697","apocalypse29"
"1","qTr","06/06/18","23.285","apocalypse2b"
"1","Goblin","12/07/19","23.840","apocalypse3"
"1","OpkeZ","05/04/18","398.169","apocalypse30"
"1","Killa","16/04/19","17.082","apocalypse31"
"1","KroPP","21/05/14","34.423","apocalypse32"
"1","APKIS","12/11/18","24.317","apocalypse33"
"1","santher","04/08/12","44.976","apocalypse34"
"1","prd","22/11/18","8.881","apocalypse35"
"1","Goblin","09/08/19","32.375","apocalypse36"
"1","Lofas","06/12/15","99.221","apocalypse37"
"1","Goblin","24/01/18","88.237","apocalypse38"
"1","KroPP","24/04/13","30.043","apocalypse39"
"1","KroPP","25/06/14","100.215","apocalypse4"
"1","KroPP","25/06/14","79.437","apocalypse40"
"1","KroPP","24/12/14","124.747","apocalypse41"
"1","KroPP","10/04/15","87.059","apocalypse42"
"1","Goblin","08/08/18","9.982","apocalypse43"
"1","KroPP","29/11/14","44.799","apocalypse44"
"1","Killa","30/07/18","10.111","apocalypse45"
"1","KroPP","24/06/14","178.225","apocalypse46"
"1","SBL","04/06/19","15.290","apocalypse47"
"1","KroPP","27/06/14","38.473","apocalypse48"
"1","Lofas","07/07/15","63.821","apocalypse49"
"1","KroPP","04/06/14","61.251","apocalypse5"
"1","APKIS","26/09/17","32.821","apocalypse50"
"1","OpkeZ","12/07/19","36.965","apocalypse51"
"1","Killa","03/09/19","24.435","apocalypse52"
"1","OpkeZ","12/07/19","44.641","apocalypse53"
"1","APKIS","28/04/18","167.332","apocalypse54"
"1","APKIS","19/05/18","36.954","apocalypse55"
"1","Killa","24/02/18","23.613","apocalypse56"
"1","ziomek","26/09/19","18.693","apocalypse57"
"1","n00k!e","18/05/14","26.513","apocalypse58"
"1","KroPP","25/12/14","329.067","apocalypse59"
"1","Goblin","11/08/18","15.847","apocalypse6"
"1","Goblin","11/12/17","540.042","apocalypse60"
"1","Goblin","17/03/18","13.740","apocalypse62"
"1","Lofas","30/06/15","20.266","apocalypse63"
"1","prd","27/01/18","63.261","apocalypse7"
"1","OpkeZ","16/12/19","150.171","apocalypse8"
"1","KroPP","11/07/14","22.589","apocalypse9"
"1","prd","25/10/16","13.673","arenacross1"
"1","Killa","08/02/19","30.798","ariejump1"
"1","KroPP","01/06/13","43.062","ariejump10"
"1","KroPP","01/06/13","26.022","ariejump11"
"1","Direktor","30/11/19","26.244","ariejump12"
"1","Killa","05/04/18","6.905","ariejump13"
"1","KroPP","29/06/13","35.998","ariejump14"
"1","KroPP","15/10/13","25.417","ariejump15"
"1","Killa","17/08/19","14.304","ariejump16"
"1","Killa","09/01/19","14.198","ariejump17"
"1","APKIS","16/06/15","17.666","ariejump18"
"1","Killa","12/04/19","14.597","ariejump19"
"1","KroPP","22/05/13","17.732","ariejump2"
"1","draxi","23/08/18","3.304","ariejump20"
"1","Killa","22/03/19","9.344","ariejump21"
"1","KroPP","31/05/14","10.148","ariejump22"
"1","KroPP","15/10/13","54.543","ariejump23"
"1","Lofas","28/09/15","4.655","ariejump24"
"1","ds.ads","25/01/14","9.476","ariejump25"
"1","KroPP","15/10/13","18.846","ariejump26"
"1","Killa","12/05/18","26.578","ariejump27"
"1","KroPP","30/12/15","7.069","ariejump28"
"1","KroPP","17/10/13","23.087","ariejump29"
"1","KroPP","14/10/13","14.888","ariejump3"
"1","KroPP","29/03/14","25.973","ariejump30"
"1","Goblin","27/10/17","53.555","ariejump31"
"1","n00k!e","13/10/15","31.242","ariejump32"
"1","KroPP","07/05/14","65.356","ariejump33"
"1","KroPP","19/10/13","26.923","ariejump34"
"1","KroPP","10/05/14","38.903","ariejump35"
"1","Goblin","27/10/17","43.655","ariejump36"
"1","KroPP","01/06/14","33.497","ariejump37"
"1","KroPP","02/06/14","48.310","ariejump38"
"1","prd","28/09/17","42.721","ariejump39"
"1","KroPP","30/01/16","17.932","ariejump4"
"1","Killa","23/01/19","31.437","ariejump40"
"1","KroPP","17/05/14","39.672","ariejump41"
"1","KroPP","02/06/14","56.956","ariejump42"
"1","KroPP","19/12/12","31.936","ariejump43"
"1","Killa","14/01/19","8.163","ariejump44"
"1","Killa","08/02/19","30.465","ariejump45"
"1","KroPP","23/11/12","19.618","ariejump46"
"1","Killa","11/05/18","35.362","ariejump47"
"1","Killa","16/04/19","24.267","ariejump48"
"1","n00k!e","06/05/14","28.468","ariejump49"
"1","}}Wetarded{{","10/05/18","52.856","ariejump5"
"1","Killa","23/05/19","30.509","ariejump50"
"1","Lofas","09/07/13","34.100","ariejump51"
"1","Goblin","28/10/15","41.612","ariejump52"
"1","slugsk!e","19/01/13","45.524","ariejump53"
"1","Lofas","14/04/15","40.979","ariejump54"
"1","Lofas","21/07/14","187.793","ariejump55"
"1","prd","28/12/17","21.642","ariejump56"
"1","KroPP","01/07/13","156.148","ariejump57"
"1","prd","14/08/18","34.177","ariejump58"
"1","KroPP","23/06/14","35.457","ariejump6"
"1","KroPP","14/01/14","36.786","ariejump7"
"1","APKIS","07/03/18","34.779","ariejump8"
"1","KroPP","15/10/13","18.066","ariejump9"
"1","prd","30/11/18","7.880","art"
"1","n00k!e","15/01/14","13.364","articjump22"
"1","Goblin","08/07/19","26.148","articjumpin4"
"1","prd","03/11/18","7.619","articjumping1"
"1","KroPP","02/07/14","17.147","articjumping2"
"1","n00k!e","12/03/14","45.342","articjumping5"
"1","n00k!e","01/05/14","15.461","articjumping_3"
"1","Goblin","06/06/19","10.498","arvil"
"1","Goblin","12/10/19","12.828","arvil_2"
"1","Goblin","26/09/18","13.171","arvil_ice"
"1","Lofas","18/05/14","11.902","as1"
"1","Killa","16/02/18","17.061","as10"
"1","prd","24/02/15","25.735","as11"
"1","n00k!e","28/02/15","12.892","as12"
"1","n00k!e","27/03/15","14.570","as13"
"1","APKIS","30/03/15","18.743","as14"
"1","Goblin","15/10/19","13.036","as15"
"1","n00k!e","08/04/15","12.962","as16"
"1","Castro","17/08/18","17.629","as17"
"1","n00k!e","13/12/15","16.378","as18"
"1","KroPP","09/05/14","13.655","as2"
"1","prd","30/09/18","12.195","as3"
"1","Lofas","03/03/14","6.105","as4"
"1","Goblin","20/11/17","15.581","as5"
"1","Killa","23/09/18","4.269","as6"
"1","prd","18/11/15","4.214","as7"
"1","Killa","13/04/19","13.215","as8"
"1","Goblin","08/04/16","36.935","ashfuture"
"1","Killa","18/10/18","17.785","ashtonsjumps1"
"1","KroPP","26/03/16","25.843","ashtonsjumps2a"
"1","KroPP","04/02/15","146.099","ashtonsjumps3"
"1","Lofas","29/10/13","199.511","ashtonsjumps4"
"1","prd","09/02/18","38.985","ashtonsjumps5"
"1","prd","13/12/17","35.792","astejumpz1"
"1","Lofas","31/07/15","9.913","atr_jump3"
"1","n00k!e","27/12/15","13.638","atr_kjump"
"1","yogurt","19/05/19","6.082","atr_kjump1"
"1","Killa","27/08/19","20.934","atr_kjump10"
"1","Killa","07/06/18","7.137","atr_kjump11"
"1","Lofas","06/10/14","3.704","atr_kjump2"
"1","Lofas","18/08/14","8.660","atr_kjump3"
"1","Killa","18/02/19","11.107","atr_kjump4"
"1","APKIS","17/11/18","13.266","atr_kjump5"
"1","prd","08/10/18","43.646","atr_kjump6"
"1","Killa","16/01/19","22.609","atr_kjump8"
"1","Killa","13/02/19","9.621","atr_kjump9"
"1","prd","18/01/17","94.957","azteklights"
"1","Goblin","08/04/18","13.706","b-stk"
"1","KroPP","01/03/14","20.975","b0at10"
"1","KroPP","01/03/14","62.278","b0at11"
"1","prd","27/01/18","21.788","b0at12"
"1","Lofas","01/03/14","12.117","b0at14"
"1","prd","12/12/17","18.066","b0at16"
"1","Killa","19/04/18","18.348","b0at17"
"1","Killa","26/11/18","4.779","b0at17_5"
"1","prd","21/10/17","17.004","b0at18"
"1","Killa","17/02/18","21.277","b0at19"
"1","KroPP","08/07/14","17.600","b0at20"
"1","Killa","16/12/18","31.040","b0at21"
"1","greedisgood210","07/04/19","6.375","b0at22"
"1","Killa","16/01/19","25.095","b0atnewb1"
"1","yogurt","07/04/19","22.554","b0atnewb2"
"1","KroPP","01/07/14","28.713","b0atnewb3"
"1","Goblin","16/05/18","11.927","b0atnewb4"
"1","Lofas","03/05/15","26.565","b0atnewb5"
"1","Casper","28/11/17","6.873","baldyjump"
"1","OpkeZ","20/12/18","13.090","ballspillin"
"1","Goblin","28/06/15","20.783","bas1cjump"
"1","GreenJumper","04/05/14","24.889","beachjumping"
"1","APKIS","27/07/18","16.505","beanjump"
"1","Lofas","29/07/12","10.372","bibpro1"
"1","Goblin","05/02/19","9.154","bibpro2"
"1","Killa","27/07/19","11.055","bibpro3"
"1","Killa","25/05/19","7.043","bibpro4"
"1","Goblin","07/09/17","11.257","bibpro5"
"1","Killa","13/07/19","5.686","bigjump"
"1","n00k!e","09/04/15","27.663","bigjump1"
"1","prd","03/08/18","59.187","bigrace"
"1","KroPP","05/07/13","33.629","bja"
"1","n00k!e","11/05/13","60.371","bja2"
"1","Killa","18/11/18","9.530","bjump"
"1","Killa","06/03/19","14.714","bjump1"
"1","Killa","10/03/18","25.106","bjump2"
"1","KroPP","26/11/14","62.164","bkjump1"
"1","}}Wetarded{{","10/05/13","74.481","bkjump10"
"1","APKIS","19/01/18","136.215","bkjump11"
"1","nowicjusz","20/03/13","46.593","bkjump2"
"1","ziomek","30/10/19","32.257","bkjump3"
"1","_PLAY_","18/02/16","5.756","bkjump4"
"1","Killa","25/04/19","17.900","bkjump5"
"1","Goblin","15/06/19","5.856","bkjump6"
"1","Lofas","25/07/13","5.998","bkjump7"
"1","mule_0wnz","05/12/15","5.797","bkjump8"
"1","KroPP","23/01/15","167.920","bkjump9"
"1","Goblin","28/02/19","17.106","blastjump"
"1","Killa","27/07/18","8.884","blastjump1"
"1","ace","08/02/16","59.786","blastjump2"
"1","KroPP","22/08/15","39.506","bleh1"
"1","n00k!e","14/03/14","30.813","bleh2"
"1","yogurt","27/05/19","62.749","bleh3"
"1","KroPP","15/02/16","18.820","bleh4"
"1","KroPP","15/10/13","59.040","bleh5"
"1","prd","12/09/16","3.622","bljp"
"1","Killa","10/12/18","24.146","bloodjumps"
"1","Lofas","19/07/14","11.994","bloodjumps2"
"1","APKIS","24/07/15","11.886","bloodjumps3"
"1","Direktor","14/03/19","39.579","bloodjumps4"
"1","KroPP","05/06/14","21.259","bloodjumps5"
"1","n00k!e","02/10/15","34.789","bluehardjumps1"
"1","n00k!e","23/10/14","19.859","bluehardjumps2"
"1","Killa","13/02/18","20.773","bluehardjumps3"
"1","Killa","28/10/18","28.037","bluehardjumps4"
"1","Killa","02/01/13","10.532","bluejumps1"
"1","prd","11/08/18","16.466","bluejumps2"
"1","prd","23/09/18","10.596","bodyjumps"
"1","n00k!e","21/07/14","37.866","br_jumping"
"1","APKIS","14/05/18","12.050","bridgejump"
"1","Goblin","10/10/18","17.783","brudny1o1"
"1","n00k!e","23/10/14","105.194","brunixone_b9"
"1","Killa","22/02/18","35.967","bubjump1"
"1","neoxotb","29/07/19","39.597","bubjump2"
"1","yogurt","30/03/14","4.825","bubrun"
"1","Killa","14/04/18","27.383","bubspeed1"
"1","Lofas","12/10/15","4.907","burn"
"1","Lofas","06/03/14","23.766","bustajump"
"1","Killa","29/09/19","14.499","bw"
"1","Goblin","21/12/17","72.301","bw2"
"1","Goblin","25/04/18","56.898","bw3"
"1","prd","25/04/18","41.440","bw3easy"
"1","APKIS","19/12/18","42.193","bw4"
"1","KroPP","15/10/15","15.733","byxjumpin1"
"1","Killa","02/10/18","30.436","byxjumpin2"
"1","APKIS","16/11/18","27.524","c1"
"1","Lofas","19/04/15","31.800","c1articwarehouse"
"1","Killa","27/10/18","26.937","c1jumps1"
"1","Killa","25/03/19","11.664","c1jumps10"
"1","UniBG","01/11/12","8.864","c1jumps11a"
"1","Goblin","19/07/19","21.916","c1jumps12"
"1","Goblin","24/08/18","12.331","c1jumps13"
"1","Goblin","15/10/19","17.886","c1jumps14"
"1","KroPP","25/08/13","36.401","c1jumps15"
"1","Killa","12/06/19","9.169","c1jumps16"
"1","Goblin","19/01/19","17.324","c1jumps17"
"1","n00k!e","21/12/15","26.981","c1jumps18"
"1","Killa","14/05/18","24.535","c1jumps19"
"1","prd","06/02/16","8.321","c1jumps2"
"1","KroPP","12/01/15","29.999","c1jumps20"
"1","Killa","16/02/18","10.956","c1jumps21"
"1","Killa","12/08/18","25.813","c1jumps22"
"1","KroPP","11/01/15","28.341","c1jumps23"
"1","Killa","01/05/19","20.491","c1jumps24"
"1","prd","04/02/18","14.971","c1jumps25"
"1","Killa","11/08/19","12.006","c1jumps26"
"1","n00k!e","19/05/14","15.268","c1jumps3"
"1","Killa","13/01/19","8.865","c1jumps4"
"1","Goblin","21/10/17","23.768","c1jumps5"
"1","Killa","30/09/18","7.077","c1jumps6"
"1","Killa","13/01/18","20.306","c1jumps7"
"1","Killa","16/01/18","13.326","c1jumps8"
"1","n00k!e","14/03/14","12.792","c1jumps9"
"1","KroPP","02/06/14","44.256","c1mm"
"1","Killa","04/11/18","19.574","c1speed24"
"1","n00k!e","08/08/13","9.986","cagejump"
"1","n00k!e","29/01/14","34.596","calijump1"
"1","KroPP","13/06/14","31.525","canyonjump"
"1","Killa","26/10/19","8.581","carmjumpz1"
"1","Zod","20/10/17","6.915","carmjumpz2"
"1","Goblin","09/10/17","16.175","carmjumpz3"
"1","neoxotb","11/03/18","49.584","carmjumpz4"
"1","prd","11/08/18","23.245","carmjumpz5"
"1","qTr","04/07/18","39.110","carmjumpz6"
"1","Killa","07/11/18","7.673","carmjumpz7"
"1","Goblin","06/09/18","39.844","carmjumpz8"
"1","prd","03/08/16","10.558","carnage_jumps1"
"1","Goblin","14/02/16","10.758","carnage_jumps2"
"1","n00k!e","02/07/13","17.338","carnage_jumps3"
"1","APKIS","25/09/17","14.829","carnage_jumps4"
"1","Killa","17/04/19","6.432","carnage_jumps5"
"1","prd","27/12/18","6.334","carnage_jumps6"
"1","Killa","10/10/19","8.576","carnage_jumps7"
"1","APKIS","24/12/17","18.913","carnage_jumps8"
"1","prd","04/12/14","21.001","carnage_jumps9"
"1","Lofas","03/12/15","198.387","castlejumps"
"1","Lofas","06/07/13","34.140","castro1"
"1","n00k!e","13/05/13","28.804","castro2"
"1","Killa","15/12/18","19.997","castro3"
"1","prd","30/10/18","13.394","castro4"
"1","Goblin","17/12/18","28.762","castro_league_1"
"1","prd","06/05/16","21.571","castrocross"
"1","Lofas","13/05/13","39.034","castrocross2"
"1","Castro","26/08/18","39.995","castrocross3"
"1","ace","23/11/17","25.150","castrocrosseat"
"1","Killa","27/09/19","28.670","castroeat"
"1","Killa","26/02/19","19.495","castroeat2"
"1","santher","27/10/18","48.542","castroeat3"
"1","Lofas","25/01/16","19.625","castroeat4"
"1","yogurt","08/01/18","37.868","castroeat7"
"1","KroPP","21/02/15","92.263","castroenduro1"
"1","Killa","07/01/19","21.216","castrojump1"
"1","Killa","15/02/19","14.563","castronew1"
"1","Lofas","19/03/15","17.891","castronew2"
"1","n00k!e","21/02/14","38.610","castronew3"
"1","Killa","15/10/18","4.675","castrorace"
"1","75400379","28/01/19","4.748","castrorace2"
"1","prd","23/05/18","2.864","cat2"
"1","n00k!e","11/05/13","36.330","cat2bored1"
"1","prd","12/10/18","15.312","catmap1"
"1","Lofas","07/09/14","28.646","catmap2"
"1","Killa","21/04/18","20.589","cautionjumpz1"
"1","KroPP","02/01/15","17.257","celljump"
"1","prd","01/02/18","28.760","check9b"
"1","KroPP","09/01/15","48.799","cheesyjump1"
"1","Killa","14/02/19","25.439","chickens"
"1","prd","20/01/16","13.959","chooj_jump3"
"1","neoxotb","04/06/18","14.538","chooj_jump4"
"1","Killa","06/10/19","12.462","chooj_jump5"
"1","prd","29/11/18","28.825","chooj_jump6"
"1","neoxotb","10/08/19","48.397","chooj_jump7"
"1","n00k!e","13/05/13","22.690","chooj_jump8"
"1","Killa","20/12/19","45.591","chooj_jump9"
"1","Lofas","01/09/13","18.138","chooj_jumps1"
"1","KroPP","09/09/15","24.586","chooj_jumps2"
"1","Lofas","26/11/15","44.165","chopper1"
"1","KroPP","10/04/13","31.998","cityjump1"
"1","Killa","09/01/19","1.662","cja"
"1","prd","15/05/17","17.292","cjmp1"
